fiche_id,source_file,page_key,document_type,match_tier,match_score,client_score,address_score,client_raw,address_raw,client_gold,address_gold,full_name_gold,maintenance_number,date_raw,time_raw,service_date,service_time,technician_name,sav_numbers,service_types_active,controle_diffuseur_recharge,recharge_bouteille_effectuee,probleme_rencontree_raw,probleme_rencontree_code,solution_proposee,satisfied_service,parfum_bien_diffuse,signature_present
Aromair_01_03:page_55:014825,aromair_01_03__page_55__014825.json,page_55,client_maintenance_form,review,0.8,0.6,1.0,FARIA,Soukra,Zahia,Soukra,Zahia Soukra,014825,18/01/25,13H18,2025-01-18,13:18:00,B.L.,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ASTREE"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""Salon"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""133"", ""qte_parfum_existante"": 133, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": ""PRISE DEBRANCHÉE""}]",[],PRISE DEBRANCHÉE,,,,,True
Aromair_01_03:page_55:014988,aromair_01_03__page_55__014988.json,page_55,client_maintenance_form,good,0.94,0.9,1.0,Tony Nasr GP9,GP9,Tony Nasr,GP9,Tony Nasr  GP9,014988,12/02/25,10H40,2025-02-12,10:40:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""69"", ""qte_parfum_existante"": 69, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""ENTREE""}]",LIV 300ML FC,LIV,,,,True
Aromair_01_03:page_56:014838,aromair_01_03__page_56__014838.json,page_56,client_maintenance_form,good,0.96,1.0,0.9,GEOX,Marsa,Geox,Carrefour Marsa,Geox  Carrefour Marsa,014838,28/01/25,13H43,2025-01-28,13:43:00,RIRI,"[""99 289 544"", ""99 289 543""]","[""visite"", ""reparation""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""D"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": null}]",[],"TUYAU DIFFUSEUR COUPE
DIFFUSEUR REPARER POUR réparation",,,,,True
Aromair_01_03:page_57:014832,aromair_01_03__page_57__014832.json,page_57,client_maintenance_form,exact,0.973,1.0,0.933,LABO FARAH,Raidh Landalous,Labo Farah,Riadh Landalous,Labo Farah  Riadh Landalous,014832,21/01/25,13H45,2025-01-21,13:45:00,B.L.,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""NER (N)"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""8H/17H"", ""motif_arret"": ""5/10: 7H45/13H""}]",[],LIV DIFF + 300 ML NEROLI,LIV,,,,True
Aromair_01_03:page_57:014996,aromair_01_03__page_57__014996.json,page_57,client_maintenance_form,exact,1.0,1.0,1.0,CUPRA,GP9,Cupra,GP9,Cupra  GP9,014996,12/02/25,11H,2025-02-12,11:00:00,B.L.,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""RDC"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""NR"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""9-14H30"", ""motif_arret"": ""17H50/18H50""}, {""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""\""-1\"""", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""RG"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""D"", ""qte_parfum_existante"": null, ""qualite_diffusion"": ""P.D"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],Visite,,,,,True
Aromair_01_03:page_58:014757,aromair_01_03__page_58__014757.json,page_58,client_maintenance_form,review,0.632,0.9,0.231,Ola Energy Sfax EST,Jardin d'El Manzah,Ola Energy,Sfax EST,Ola Energy Sfax EST,014757,12/02/25,12H55,2025-02-12,12:55:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""Wifi"", ""reference_diffuseur"": ""WIFI"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""Manuel"", ""emplacement"": ""Accal""}]",Livraison 300ml FO,LIV,,,,True
Aromair_01_03:page_58:014836,aromair_01_03__page_58__014836.json,page_58,client_maintenance_form,review,0.77,0.839,0.667,GATLI PRODUCTION,GP1,Game Production,GP9,Game Production GP9,014836,27/01/25,10H45,2025-01-27,10:45:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Zee300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""Mirai"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""594"", ""qte_parfum_existante"": 594, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""40"", ""plage_horaire_diffusion"": ""17H/23H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""AR500"", ""model_diffuseur"": null, ""emplacement"": ""Salle"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": null, ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""40"", ""plage_horaire_diffusion"": ""17H/23H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""100-300"", ""plage_horaire_fonctionnement"": null, ""emplacement"": null}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": null}]",Livraison 2x300ML PB + FK,LIV,,,,False
Aromair_01_03:page_59:014997,aromair_01_03__page_59__014997.json,page_59,client_maintenance_form,exact,1.0,1.0,1.0,NOVOTEL,Lac2,Novotel,Lac2,Novotel  Lac2,014997,11/02/25,12H,2025-02-11,12:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ECHANGE DIFFUSEUR ZEE 300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": ""300"", ""qte_parfum_existante"": 300, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""MISE EN MARCHE ZEE 600"", ""model_diffuseur"": ""Zee600"", ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""PARTAGE APP"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,,,True
Aromair_01_03:page_60:014842,aromair_01_03__page_60__014842.json,page_60,client_maintenance_form,exact,1.0,1.0,1.0,Mall of Sousse,Sousse,Mall of Sousse,Sousse,Mall of Sousse  Sousse,014842,23/01/25,11H17,2025-01-23,11:17:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""WC"", ""reference_diffuseur_raw"": ""DT"", ""reference_diffuseur"": null, ""nom_parfum"": ""LINA (L)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""10/14"", ""motif_arret"": ""16-20""}, {""model_diffuseur_raw"": null, ""model_diffuseur"": null, ""emplacement"": ""WC"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""N"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": null, ""model_diffuseur"": null, ""emplacement"": ""WC"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""N"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": null, ""model_diffuseur"": null, ""emplacement"": ""WC"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": ""RG"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""N"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": null, ""model_diffuseur"": null, ""emplacement"": ""WC"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""N"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": null, ""model_diffuseur"": null, ""emplacement"": ""WC"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": ""TH"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""N"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""LINA (L)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""6/10"", ""plage_horaire_fonctionnement"": ""11H/14H"", ""emplacement"": ""WC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}]",LIV 300 ML x 6,LIV,,,,True
Aromair_01_03:page_60:015000,aromair_01_03__page_60__015000.json,page_60,client_maintenance_form,exact,1.0,1.0,1.0,LAICO,Tunis,Laico,Tunis,Laico  Tunis,015000,17/02/25,14H,2025-02-17,14:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""CTA"", ""model_diffuseur"": null, ""emplacement"": ""CTA"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""8-18"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""1B salle"", ""model_diffuseur"": null, ""emplacement"": ""super"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""185"", ""qte_parfum_existante"": 185, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""7H/11H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""ASTREE"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""S.PCAC"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""67"", ""qte_parfum_existante"": 67, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zee 300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""DT"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""145"", ""qte_parfum_existante"": 145, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""180/240"", ""plage_horaire_diffusion"": ""11H/13H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""ASTREE"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""STA"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""10/13"", ""plage_horaire_fonctionnement"": ""8-12"", ""emplacement"": ""CTA""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""Manuel"", ""emplacement"": ""super""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""Manuel"", ""emplacement"": ""S.PCAC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""180/240"", ""plage_horaire_fonctionnement"": ""11-13H"", ""emplacement"": ""DT""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""Manuel"", ""emplacement"": ""STA""}]",LIV 3L CTA SUIVIE P 300ML + 3X300 ML CAC + 6ML STA,LIV,,,,True
Aromair_01_04:page_61:014755,aromair_01_04__page_61__014755.json,page_61,client_maintenance_form,exact,1.0,1.0,1.0,Cupra,GP9,Cupra,GP9,Cupra  GP9,014755,13/02/25,10H40,2025-02-13,10:40:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]",[],"[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""2-10"", ""plage_horaire_fonctionnement"": ""09-11H30"", ""emplacement"": ""\""-1\""""}]",Livraison 300ml Cupra,LIV,,,,True
Aromair_01_04:page_61:014844,aromair_01_04__page_61__014844.json,page_61,client_maintenance_form,review,0.629,0.9,0.222,716 CUN,Sousse,716,CUN,716 CUN,014844,23/01/25,16H,2025-01-23,16:00:00,B.L.,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""WC"", ""reference_diffuseur_raw"": ""BA"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": ""10/19"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""WC""}]",LIV 300 ML,LIV,,,,True
Aromair_01_04:page_62:014840,aromair_01_04__page_62__014840.json,page_62,client_maintenance_form,exact,1.0,1.0,1.0,FLORALIES,Marsa,Floralies,Marsa,Floralies  Marsa,014840,24/01/25,11H19,2025-01-24,11:19:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ICEBERG"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""13"", ""qte_parfum_existante"": 13, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""Manuel"", ""emplacement"": ""ENTREE""}]",LIV 300 ML FT,LIV,,,,True
Aromair_01_04:page_63:014762,aromair_01_04__page_63__014762.json,page_63,client_maintenance_form,good,0.87,0.783,1.0,DR SOUKNI,Marsa,Dr Adel Soukni,Marsa,Dr Adel Soukni  Marsa,014762,14/02/25,13H15,2025-02-14,13:15:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ICEBERG"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""Minim"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""TH"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""289"", ""qte_parfum_existante"": 289, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""8-15"", ""motif_arret"": null}]",[],CHANGEMENT Tête / DIFFUSION OK,,,,,False
Aromair_01_04:page_63:014847,aromair_01_04__page_63__014847.json,page_63,client_maintenance_form,review,0.743,0.571,1.0,PH. NAOUSSI,Marsa,Pharmacie Neffousi,Marsa,Pharmacie Neffousi Marsa,014847,21/01/25,17H10,2025-01-21,17:10:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""Salle"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""V"", ""qte_parfum_existante"": null, ""qualite_diffusion"": ""B"", ""fuite"": ""M"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""3-9"", ""plage_horaire_diffusion"": ""9H-13H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""3/8"", ""plage_horaire_fonctionnement"": ""8H-18H"", ""emplacement"": ""Salle""}]",LIV 300 ML FR2,LIV,,,,True
Aromair_01_04:page_64:014759,aromair_01_04__page_64__014759.json,page_64,client_maintenance_form,review,0.648,0.889,0.222,HENRI,MB,Heni,Menzah8,Heni Menzah8,014759,13/02/25,14H30,2025-02-13,14:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""13-19"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""Fond"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""12-19"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""Salle"", ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""12-19"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""12/19"", ""emplacement"": ""Fond""}]",LIV 300ML x 4 REL-HENRI RAS PROB Salon CONFORME au R-ALAA,LIV,,,,True
